Date,Type,Selectivity,Total Time (s),Cost ($),Transfer Size (bytes)
,,,0,,
Fri Mar 24 06:52:59 2023,HSDS,0.05,15150.769712924957,81.17506075194598,964474763040
Fri Mar 24 07:19:03 2023,HSDS,0.01,3755.6009197235107,16.034579901618958,190513533440
Fri Mar 24 07:26:06 2023,HSDS,0.05,11738.728165626526,81.17506075194598,964474763040
Fri Mar 24 07:46:11 2023,HSDS,0.01,2537.959394454956,16.034579901618958,190513533440
Fri Mar 24 07:51:14 2023,HSDS,0.1,9644.364447593689,162.35012150389196,1928949526080
Fri Mar 24 08:08:18 2023,HSDS,0.1,9725.132098197937,162.35012150389196,1928949526080
